,CD_ID,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020
333,PA-10,43.4,52.3,734849,374969,40.0,47579,581621,85298,28041,1534,1359,35352,7956,8933,667626,48961,162285,141155,45820,105939,379354,941,63748,32799,73887,18617,0.4575,40.7,368622,2230,17243,34897,45405,25417,23529,31390,56855,23447,25658,4950,951,"Congressional District 10 (116th Congress), Pennsylvania",42,10,Pennsylvania,PA,95.2,0.516789264,39.36666667,283293.6691756232,309569.0,338281.3531974481
334,PA-11,34.7,60.5,737394,373346,40.1,41680,656429,28887,14129,1971,4136,39416,4920,8402,683018,36813,167951,157804,68893,87803,384359,702,66863,32195,52725,14240,0.4277,40.7,372936,9651,32174,60442,41676,19364,19664,29176,52732,23456,11448,5421,955,"Congressional District 11 (116th Congress), Pennsylvania",42,11,Pennsylvania,PA,89.2,0.516789264,39.36666667,292820.8338619978,319380.0,348348.11121422047
335,PA-12,29.7,66.1,701192,351364,40.9,47401,657365,14903,13706,1746,339,7988,1092,3674,674580,21104,138731,140315,46878,67939,325422,1256,53244,26549,91866,7865,0.4355,39.8,318737,10119,23344,46497,36803,17995,14411,37140,47597,20789,13821,3493,761,"Congressional District 12 (116th Congress), Pennsylvania",42,12,Pennsylvania,PA,92.8,0.516789264,39.36666667,346616.5437455847,363139.0,380449.04578412755
336,PA-13,25.5,71.2,692835,350002,44.3,51053,647318,20284,3812,729,417,4338,1223,11965,671046,16281,138884,147485,49491,59042,339317,1738,53955,27383,81319,8431,0.4377,41.9,328757,9505,22804,45922,42679,21691,12129,23554,48276,22569,17492,4394,759,"Congressional District 13 (116th Congress), Pennsylvania",42,13,Pennsylvania,PA,93.3,0.516789264,39.36666667,318212.0,332645.0,347732.63115470187
337,PA-14,33.9,62.9,684084,348424,45.7,47713,641786,21422,6459,380,681,3272,62,2593,668839,11235,129468,147415,31488,86292,337846,506,59519,30204,67718,13643,0.4514,42.4,327146,9204,22597,40203,40395,20424,15485,26051,53425,22788,11048,5166,747,"Congressional District 14 (116th Congress), Pennsylvania",42,14,Pennsylvania,PA,96.9,0.516789264,39.36666667,339399.0755667506,350774.0,362530.15383302333
338,PA-15,26.5,69.8,680927,333041,44.5,49572,649327,11851,5334,792,508,4309,423,2958,667041,9948,126544,142126,43349,66617,322183,935,50166,26304,78812,5925,0.4263,41.7,312341,8621,21608,46896,35206,18474,12678,33184,55207,18011,14381,2862,664,"Congressional District 15 (116th Congress), Pennsylvania",42,15,Pennsylvania,PA,95.1,0.516789264,39.36666667,307543.0,334869.0,364622.98657748674
339,PA-16,37.9,57.9,686525,349137,42.6,49680,623500,32918,8556,1349,418,11715,361,3452,660937,19410,139120,133079,39290,83114,332958,1182,51536,26279,92391,9880,0.4574,40.9,322173,4272,18782,47909,36069,15075,17074,28285,58030,23938,11367,4225,742,"Congressional District 16 (116th Congress), Pennsylvania",42,16,Pennsylvania,PA,95.2,0.516789264,39.36666667,292597.0,317019.0,343479.41489830724
340,PA-17,46.8,49.4,717264,364462,43.4,44066,629316,43985,22145,628,386,3416,327,4627,679143,34698,144685,155375,23312,133095,385372,411,67064,35553,57661,26200,0.4649,41.7,371093,2962,20240,34280,43211,19775,34324,32015,57685,23223,13464,6923,854,"Congressional District 17 (116th Congress), Pennsylvania",42,17,Pennsylvania,PA,97.1,0.516789264,39.36666667,281710.3486973948,306644.0,333784.4817231224
341,PA-18,62.1,34.6,683571,358511,38.7,39003,506153,122406,28496,1251,835,4086,405,6477,635286,42428,118897,109811,28578,108137,358772,38,52307,30621,101164,15978,0.4976,36.8,348336,1527,17562,26847,34787,16522,27623,38191,63953,24814,12650,5948,872,"Congressional District 18 (116th Congress), Pennsylvania",42,18,Pennsylvania,PA,95.6,0.516789264,39.36666667,346854.8749632847,370497.0,395750.6061390376
342,RI-01,60.5,34.9,532590,271857,39.5,25301,407075,45855,16633,1707,663,35337,28303,6074,425867,89331,103876,80120,49980,71823,271990,297,58556,30876,77105,13604,0.4951,38.9,260005,1370,14171,26334,32102,10346,17887,29565,45090,20319,9126,3113,955,"Congressional District 1 (116th Congress), Rhode Island",44,01,Rhode Island,RI,95.4,0.4805120646,39.36666667,213460.205464417,216115.7533760314,218804.33758448408
343,RI-02,51.1,44,524725,269558,40.3,29547,445730,24894,19431,2634,612,19005,24342,5305,465773,49732,100032,94593,30606,75684,275584,131,70988,33500,54100,15002,0.4436,40.4,267492,1431,14630,31135,29374,11661,19202,29789,39370,21259,11305,4277,1067,"Congressional District 2 (116th Congress), Rhode Island",44,02,Rhode Island,RI,96.4,0.4805120646,39.36666667,231207.794535583,238589.2466239686,246206.35614355185
344,SC-01,40.4,53.5,809610,414340,40.0,80790,596258,154046,15292,2094,1116,10156,1391,23003,741435,52268,172021,158950,37719,146948,406786,98,70335,35145,89244,26913,0.4690,39.3,394504,2240,25982,37325,43029,16693,26404,33134,50799,37759,21579,8015,1281,"Congressional District 1 (116th Congress), South Carolina",45,01,South Carolina,SC,90.9,0.4520575139,39.36666667,297932.63960012,333020.6368960218,372241.0030249915
345,SC-02,38.6,56.3,717231,367712,38.7,51811,494348,176461,14979,1504,2783,9276,311,23419,669916,35038,164132,132216,39327,97232,351947,102,58495,30820,89502,13088,0.4503,40.1,336086,1910,23706,32084,37590,20563,22949,33349,49651,23980,21845,4995,942,"Congressional District 2 (116th Congress), South Carolina",45,02,South Carolina,SC,91.1,0.4520575139,39.36666667,287443.11729013,312625.4687521678,340013.99871357647
346,SC-03,29,67,697467,354341,41.0,44584,534791,126928,5646,1989,806,3459,233,21804,667860,25296,148107,129973,76608,66692,321204,243,48048,24742,107666,8276,0.4706,39.9,306256,2993,21831,62078,33522,16243,15270,29067,41299,19540,10626,3019,743,"Congressional District 3 (116th Congress), South Carolina",45,03,South Carolina,SC,88.6,0.4520575139,39.36666667,263638.027259166,284348.3419934203,306685.5735304249
347,SC-04,34.5,60.2,736750,380177,38.2,42466,536500,135926,19469,5485,1883,3122,623,29688,667215,61796,168382,134793,58992,105818,371205,518,58602,29282,85522,14733,0.4570,39.3,359688,1954,23639,64691,39625,14013,20938,28826,45205,28176,10903,4745,887,"Congressional District 4 (116th Congress), South Carolina",45,04,South Carolina,SC,88.6,0.4520575139,39.36666667,274553.671950858,301746.792373761,331633.2506532666
348,SC-05,38.8,57.3,731341,377581,40.3,53638,494957,194577,9808,3419,1289,5663,1200,13591,697157,26443,168065,134013,61695,81772,349138,250,52045,26745,100293,11579,0.4733,41.4,332806,2711,19943,57270,35721,18911,25587,27231,42102,22880,15089,4905,803,"Congressional District 5 (116th Congress), South Carolina",45,05,South Carolina,SC,91.5,0.4520575139,39.36666667,286200.278959416,306200.4371303805,327598.24008463434
349,SC-06,66.8,30.3,659483,339223,35.6,40638,256307,361797,7989,2260,862,4909,298,18048,627784,26555,136014,81893,61247,56821,296967,598,38660,21088,147319,4650,0.4694,36.0,279694,3196,22012,29413,37641,16528,12072,26981,36941,25948,14170,5698,864,"Congressional District 6 (116th Congress), South Carolina",45,06,South Carolina,SC,87.9,0.4520575139,39.36666667,275265.603874372,266847.909585461,258687.6305934278
350,SC-07,39.1,58,732245,382046,43.8,49267,494545,203864,7786,6921,619,4303,1299,18382,697271,29369,147688,123714,67903,71861,322997,507,44192,23789,135669,8649,0.4856,41.1,306714,3387,21125,27775,47195,16772,15112,24332,39791,37566,10942,4026,802,"Congressional District 7 (116th Congress), South Carolina",45,07,South Carolina,SC,87.7,0.4520575139,39.36666667,279084.661065939,298237.4132687876,318704.56202622526
351,SD-AL,31.7,61.5,882235,436964,37.2,54691,740870,19057,15023,78068,159,2853,637,19762,841655,35175,214463,171939,45157,117943,456278,582,56274,30768,111626,12969,0.4445,39.0,453723,28525,31755,45924,51461,20012,31220,38149,74784,29517,21634,6861,734,"Congressional District (at Large) (116th Congress), South Dakota",46,AL,South Dakota,SD,90.2,0.5325401503,39.36666667,363809.0,370111.0,376522.1649849234
352,TN-01,19.7,76.7,720358,367389,43.9,52227,677690,15508,5702,2400,871,4731,372,13259,693490,21125,142109,141245,72745,66314,317819,480,43606,23183,116317,7300,0.4726,40.9,302265,3162,18324,45972,39463,14469,15928,23438,46560,32326,9513,3996,687,"Congressional District 1 (116th Congress), Tennessee",47,01,Tennessee,TN,89.6,0.4506858372,39.36666667,256324.261277646,265493.0,274989.7052181502
353,TN-02,29.7,65.1,753229,385772,39.8,51634,669804,46359,11840,2039,1577,4072,154,19707,716713,29833,156075,151564,53387,97057,370696,121,54284,27557,93599,13815,0.4624,39.5,357884,3112,21337,37616,49095,18920,20340,37241,53285,28175,12938,5745,844,"Congressional District 2 (116th Congress), Tennessee",47,02,Tennessee,TN,91.9,0.4506858372,39.36666667,276951.738722354,290193.0,304067.3354768972
354,TN-03,30.2,65.4,736889,379506,41.8,51071,625434,78236,9583,1735,472,3142,892,15421,706652,24775,152177,136355,68635,77286,350567,338,51610,26141,104444,12533,0.4821,40.8,329887,3010,23635,46654,37244,21864,20941,25926,45470,24932,11161,2427,790,"Congressional District 3 (116th Congress), Tennessee",47,03,Tennessee,TN,89.2,0.4506858372,39.36666667,271565.129708648,276457.0,281436.99057017086
355,TN-04,27.4,68.6,798482,403904,37.7,47162,664963,76824,14313,2861,930,5428,407,30960,746710,41757,184544,145237,70438,83204,402391,451,53919,26896,113366,8827,0.4264,39.2,383967,4188,28060,70269,45475,22185,21060,28867,46833,32335,14959,5788,862,"Congressional District 4 (116th Congress), Tennessee",47,04,Tennessee,TN,90.1,0.4506858372,39.36666667,260182.469444556,276582.0,294015.2074323415
356,TN-05,56.5,38.2,777696,400962,35.0,32666,514933,190935,25828,1173,3905,3714,323,43972,671949,98225,163946,124857,58843,130904,437206,123,60611,32439,116306,20363,0.4786,36.2,428910,886,28821,35439,46060,17973,30587,36521,63653,39895,16964,11399,1110,"Congressional District 5 (116th Congress), Tennessee",47,05,Tennessee,TN,87.7,0.4506858372,39.36666667,273793.51532016,276959.0,280161.0826732095
357,TN-06,23.7,72.6,784725,396397,40.8,52248,707579,36384,7195,1507,266,2699,296,22481,750039,29235,177372,163806,67229,81101,377160,290,57059,29177,93417,12715,0.4509,41.3,364136,4755,28393,52539,45269,27735,23082,26925,50101,23097,15398,4891,813,"Congressional District 6 (116th Congress), Tennessee",47,06,Tennessee,TN,91.2,0.4506858372,39.36666667,278928.085396389,297967.0,318305.46200762544
358,TN-07,28.2,67.5,786523,397826,37.9,62014,656918,81711,16825,4170,2172,8557,301,20851,741341,32468,195496,159891,52083,110219,352269,684,58614,29588,92331,20330,0.4954,40.3,334865,4414,20756,50586,32775,15806,23249,27524,49466,22379,16054,6487,900,"Congressional District 7 (116th Congress), Tennessee",47,07,Tennessee,TN,92.3,0.4506858372,39.36666667,279796.306267518,291561.0,303820.3679491129
359,TN-08,30.7,66.3,699385,358175,41.3,47318,530025,132504,15446,2134,419,3484,212,16642,663598,29270,160284,145971,55624,81441,324240,764,55945,29468,92394,16513,0.4955,42.0,310150,4211,19559,46966,32640,22375,16724,24637,47683,21591,16945,3054,736,"Congressional District 8 (116th Congress), Tennessee",47,08,Tennessee,TN,91.9,0.4506858372,39.36666667,305053.410909472,296672.0,288520.8702358002
360,TN-09,77.5,19.8,712723,377888,33.9,33245,188242,479340,12314,1117,1002,1710,469,34582,667146,41874,177372,76812,65965,74090,352636,675,38077,24826,188842,7280,0.4963,38.0,321089,735,15859,26401,35002,50490,13687,23968,43967,27891,16397,2248,881,"Congressional District 9 (116th Congress), Tennessee",47,09,Tennessee,TN,84.8,0.4506858372,39.36666667,255982.082953258,222353.0,193141.8638312582
361,TX-01,25.3,72.2,725555,373163,37.0,40396,562287,125469,9682,3590,400,2838,172,120041,661788,58581,177835,125358,73696,66255,324917,159,51374,25507,112250,9721,0.4737,39.1,309938,17433,26012,27213,37794,17986,13843,29662,45541,25456,10962,2568,831,"Congressional District 1 (116th Congress), Texas",48,01,Texas,TX,81.5,0.4634200967,39.36666667,254055.0,262492.0,271209.1872389837
362,TX-02,43.1,52.4,803041,407460,35.3,34946,530501,104364,61941,3093,6103,5901,588,178102,629696,159193,203316,145615,54046,142671,424994,616,77668,38622,101898,38336,0.4804,38.8,404730,18013,33923,43894,39925,25308,25379,41556,42637,26174,6724,6086,1225,"Congressional District 2 (116th Congress), Texas",48,02,Texas,TX,86.0,0.4634200967,39.36666667,249569.0,277873.0,309386.99970348884
363,TX-03,40.6,54.8,899784,456191,37.4,35996,604718,90453,151334,4334,2887,5593,664,97411,674691,207095,230830,188996,35348,202669,487813,710,95413,45228,61917,52140,0.4415,41.5,470821,3375,24631,37793,51319,16418,54033,42718,54812,28614,12221,17054,1388,"Congressional District 3 (116th Congress), Texas",48,03,Texas,TX,88.9,0.4634200967,39.36666667,272664.0,318536.0,372125.338497198
364,TX-04,21.8,75.4,759648,384032,39.4,52490,613711,84201,9424,5608,385,3258,409,98887,703020,46933,187022,149674,58323,80522,350306,164,55765,29303,95710,13295,0.4576,41.1,334635,10108,27716,40542,40423,17325,21545,33113,45885,21167,17168,4446,861,"Congressional District 4 (116th Congress), Texas",48,04,Texas,TX,83.8,0.4634200967,39.36666667,256123.0,279188.0,304330.1044576239
365,TX-05,34.3,62.7,749808,374121,35.9,42235,564747,118355,13423,3988,3825,3702,45,188522,631733,109874,197275,125766,89258,66014,348649,151,51984,27452,106333,11632,0.4666,39.2,335199,9112,33493,26828,38627,23828,20264,25772,41200,24944,14632,5105,966,"Congressional District 5 (116th Congress), Texas",48,05,Texas,TX,80.8,0.4634200967,39.36666667,212669.0,232735.0,254694.2912460208
366,TX-06,41.9,54.2,804816,412411,35.4,46716,516702,173170,40475,5190,1454,4569,1377,159931,699353,95276,207886,144427,52885,104085,431496,300,71756,33368,74337,16319,0.4254,39.5,417040,4995,32028,41663,53144,32262,32573,36510,49282,30132,15259,5280,1143,"Congressional District 6 (116th Congress), Texas",48,06,Texas,TX,84.2,0.4634200967,39.36666667,253795.0,274848.0,297647.4048109695
367,TX-07,48.5,47.1,775198,406058,35.2,24866,484785,118712,88329,4713,6043,7454,704,119842,521084,240668,196297,137014,58678,153628,423232,192,72287,37385,92953,40683,0.5217,39.0,403068,15602,31186,28220,41731,23266,34206,35777,40717,36547,7396,4631,1186,"Congressional District 7 (116th Congress), Texas",48,07,Texas,TX,83.0,0.4634200967,39.36666667,239767.0,257308.0,276132.27368236665
368,TX-08,23.9,72.7,871420,429840,37.5,53646,726274,71309,27241,2727,2108,3564,745,152574,745802,112440,219867,170234,75875,126777,411991,1120,71748,33980,92978,34468,0.4862,40.6,398713,22904,38723,32740,40566,24931,17849,42651,38161,28052,13963,4787,1147,"Congressional District 8 (116th Congress), Texas",48,08,Texas,TX,85.2,0.4634200967,39.36666667,254167.0,295099.0,342622.84167889616
369,TX-09,79.3,18,786925,396539,33.1,18487,265656,298391,93502,2319,9901,5020,2602,181837,505459,269285,199495,102478,103052,74732,410186,91,48100,26230,155576,6571,0.4452,38.6,383206,4167,37425,23967,44182,28123,18656,33767,53655,37171,14050,3295,1010,"Congressional District 9 (116th Congress), Texas",48,09,Texas,TX,75.2,0.4634200967,39.36666667,186267.0,191042.0,195939.40829025002
370,TX-10,43.2,52.3,896798,450409,35.9,38336,635232,96895,56253,6400,7072,9428,614,196291,731614,149371,225515,177674,60643,160985,470523,64,80204,37771,87815,35896,0.4401,39.6,453271,12396,35790,43966,44707,19662,31279,48977,45449,33012,21203,11820,1198,"Congressional District 10 (116th Congress), Texas",48,10,Texas,TX,88.0,0.4634200967,39.36666667,270136.0,315133.0,367625.2246609115
371,TX-11,19.1,77.8,782337,386542,35.2,49236,676504,32729,9738,6674,1564,3743,0,281996,706718,69276,199285,141722,82275,77824,373164,63,58983,30348,94981,17123,0.4835,38.2,362666,47010,27676,26661,46142,25198,18006,29773,40751,24716,16238,2704,961,"Congressional District 11 (116th Congress), Texas",48,11,Texas,TX,85.0,0.4634200967,39.36666667,230331.04952851,248860.0,268879.50941383716
372,TX-12,32.7,62.9,812102,416715,35.9,55381,643801,69789,32593,5536,5135,7602,1237,157921,717972,81885,196509,147900,58925,115158,418110,61,68248,34850,84654,22477,0.4580,39.1,401549,7733,31017,39009,48124,33240,28182,34390,47578,28555,15900,5103,1131,"Congressional District 12 (116th Congress), Texas",48,12,Texas,TX,84.5,0.4634200967,39.36666667,249826.0,282691.0,319879.4420156429
373,TX-13,16.9,79.9,711672,349377,36.3,44040,606114,41595,16293,5395,679,2700,53,173629,636441,66343,176844,129029,71383,69677,337611,321,51480,28105,96481,9306,0.4552,38.8,326372,22061,26689,35409,35674,18814,15268,31591,40923,27400,17284,3639,789,"Congressional District 13 (116th Congress), Texas",48,13,Texas,TX,83.8,0.4634200967,39.36666667,229545.0,238846.0,248523.8698991483
374,TX-14,38.4,58.2,763380,377521,37.1,47201,541303,149184,23569,2489,2107,4428,460,165931,675571,80986,185545,132753,69500,89827,354626,0,61893,31662,99759,18649,0.4807,39.6,335409,6945,39193,39772,38346,17636,14462,33615,44095,23866,14197,2006,1000,"Congressional District 14 (116th Congress), Texas",48,14,Texas,TX,82.1,0.4634200967,39.36666667,248073.0,263381.0,279633.6205915194
375,TX-15,56.7,40,795511,402677,30.7,26640,682610,17538,9974,1876,1017,2523,849,616954,605012,178676,241231,118795,129196,68474,346426,231,46669,22162,198645,8189,0.4784,38.7,329485,11990,28715,19227,40278,15498,16042,39681,46473,28964,18442,4720,761,"Congressional District 15 (116th Congress), Texas",48,15,Texas,TX,73.5,0.4634200967,39.36666667,151351.0,184358.0,224563.2481053974
376,TX-16,67.9,27.2,733764,369306,32.5,44991,574519,25247,10354,2619,1457,6823,135,565621,542558,171203,196636,108000,90428,75653,333905,205,45430,22404,146523,7057,0.4900,37.3,312790,3850,19038,16014,37347,19294,14978,39974,44297,26983,25057,6595,805,"Congressional District 16 (116th Congress), Texas",48,16,Texas,TX,79.0,0.4634200967,39.36666667,157414.0,192692.0,235876.14102938745
377,TX-17,38.8,56.3,793513,402316,32.3,38464,615999,102109,42096,3110,1102,3968,397,185776,686560,95170,186442,126710,64137,95684,381759,868,53946,27082,133396,12013,0.4605,35.3,368755,10066,29661,34905,40928,15695,20848,56787,42462,27988,15615,6505,1015,"Congressional District 17 (116th Congress), Texas",48,17,Texas,TX,86.2,0.4634200967,39.36666667,224079.0,247625.0,273645.190423913
378,TX-18,76.5,20,801885,398117,32.5,21288,388019,288465,31511,3717,4350,6016,1251,252723,614429,178420,208069,102827,114179,81880,399674,305,47969,27379,168528,14638,0.5053,37.0,379227,10707,40785,29571,42221,34417,21656,31680,40606,27487,9890,5443,953,"Congressional District 18 (116th Congress), Texas",48,18,Texas,TX,77.7,0.4634200967,39.36666667,197206.0,205514.0,214172.00387412147
379,TX-19,23.5,72.5,731759,363327,33.3,38205,601004,45575,13229,6035,400,2240,0,247029,661523,62565,183197,123906,75582,69137,340153,252,49446,25709,118750,8920,0.4673,36.3,329652,26079,21162,21734,35378,16467,20378,42257,46104,26443,14912,3670,875,"Congressional District 19 (116th Congress), Texas",48,19,Texas,TX,84.4,0.4634200967,39.36666667,217618.95047149,228008.0,238893.01897359733
380,TX-20,61,34.3,846337,427621,31.6,52078,698825,46037,25393,8866,3686,11958,879,528381,700065,127031,226415,111789,95666,83384,423285,0,51714,25433,163108,6921,0.4394,35.9,396393,4821,36358,19652,46061,17687,37962,37595,52766,44184,16201,5403,972,"Congressional District 20 (116th Congress), Texas",48,20,Texas,TX,83.2,0.4634200967,39.36666667,187835.0,216952.2902681484,250583.20468813012
381,TX-21,42.5,52.5,818281,415578,37.9,54481,695090,32770,29039,2881,2032,8752,739,194803,722328,80048,156189,151386,40822,171632,439886,967,70391,36188,89336,36541,0.5027,38.0,429111,6831,30669,24389,49158,15811,31096,45527,51864,37470,15751,9529,1219,"Congressional District 21 (116th Congress), Texas",48,21,Texas,TX,87.7,0.4634200967,39.36666667,314591.0,358984.692480316,409643.02677186264
382,TX-22,44.2,52.1,935386,469144,36.3,32301,557965,136922,181244,2278,2510,10590,1408,187037,667136,247225,258504,194544,55109,166666,475275,241,88234,39863,79318,43725,0.4452,41.0,452951,18498,28530,43471,46478,22822,31747,47390,66367,25932,13158,6717,1257,"Congressional District 22 (116th Congress), Texas",48,22,Texas,TX,88.1,0.4634200967,39.36666667,255043.0,306777.0,369004.9432017346
383,TX-23,49.8,46.4,794879,392105,34.6,44910,667536,30583,19335,4834,2093,7014,400,507811,641952,135280,216015,128395,115020,68390,349610,578,53493,25013,131488,12173,0.4847,38.9,334590,21948,20676,21226,36808,22544,21341,34893,46810,26160,20195,4139,886,"Congressional District 23 (116th Congress), Texas",48,23,Texas,TX,81.7,0.4634200967,39.36666667,196409.873443983,231364.9334646896,272540.94459964696
384,TX-24,44.5,50.7,817147,418074,36.0,34229,512935,110412,117466,3351,4373,7582,2083,141337,592355,212683,189020,154390,50506,172644,479840,249,74264,40412,62250,36185,0.4667,39.4,464613,2616,24787,37955,48332,39125,51062,26825,49937,37577,8958,12661,1221,"Congressional District 24 (116th Congress), Texas",48,24,Texas,TX,86.0,0.4634200967,39.36666667,249080.0,276137.0,306133.1410350089
385,TX-25,40.2,55.1,786976,390710,37.2,53672,637401,69290,28624,3302,995,9108,1768,121168,709148,62779,187493,153883,49185,125945,371644,97,71031,35384,77028,33902,0.5012,39.8,359135,7250,25717,29260,45402,15981,22455,40655,36378,18073,18830,10249,1143,"Congressional District 25 (116th Congress), Texas",48,25,Texas,TX,88.0,0.4634200967,39.36666667,270807.0,313111.0,362023.5013164357
386,TX-26,34.4,60.9,894192,450082,35.4,47623,681208,78576,68168,7743,2343,9125,1218,126691,763063,115334,233634,182861,38613,181867,493477,398,93697,41221,57958,41520,0.4203,40.1,475640,4022,26003,41900,56651,34353,52058,47692,50557,34967,13879,9136,1265,"Congressional District 26 (116th Congress), Texas",48,26,Texas,TX,89.7,0.4634200967,39.36666667,263196.0,318854.0,386281.98496937647
387,TX-27,36.5,60.1,739719,375189,36.8,46220,632962,41344,11994,2329,1658,3345,0,366187,665147,65234,184538,124477,84334,65271,342157,22,53789,27417,114393,11095,0.4623,39.8,324262,14626,37900,27277,35042,15101,17711,26512,43558,27087,19283,4769,947,"Congressional District 27 (116th Congress), Texas",48,27,Texas,TX,83.0,0.4634200967,39.36666667,217772.0,234367.0,252226.5979510681
388,TX-28,58.3,38.5,768719,396385,31.7,30433,682000,32159,5791,1070,2615,4680,49,565176,604201,151205,237732,109608,120247,57829,327359,120,47134,22362,184904,6185,0.4705,39.2,306299,11055,26623,13649,43493,30300,13057,33746,43012,23375,14451,2191,871,"Congressional District 28 (116th Congress), Texas",48,28,Texas,TX,75.0,0.4634200967,39.36666667,168874.126556017,188599.8352059851,210629.64804099753
389,TX-29,71.1,25.4,765435,374288,31.0,14458,558932,70548,13968,4281,1494,3751,133,524934,502341,253428,228418,104862,178120,32850,362050,0,45133,24411,175558,5023,0.4401,37.9,340866,5028,67919,35352,37742,25973,9673,22516,30091,30984,7900,2315,917,"Congressional District 29 (116th Congress), Texas",48,29,Texas,TX,68.1,0.4634200967,39.36666667,114901.0,133642.0,155439.7626130321
390,TX-30,79.1,18.3,804679,413430,32.7,30466,404535,336430,14962,2283,2430,2926,71,280704,651514,144566,228513,102973,112304,69092,372654,158,49128,28464,158790,8885,0.4712,38.3,359397,3478,38515,29594,43589,33868,28559,25975,39145,27427,12277,7454,1044,"Congressional District 30 (116th Congress), Texas",48,30,Texas,TX,78.9,0.4634200967,39.36666667,220565.0,220711.0,220857.096642713
391,TX-31,40.8,53.5,883347,447715,35.2,75805,658842,109176,47493,2772,1869,21500,447,170984,754443,101735,228680,163649,45147,137264,446242,345,73264,34973,78366,19329,0.4109,38.7,422955,2693,32662,34535,43623,18279,28155,40110,58187,31004,26675,8579,1143,"Congressional District 31 (116th Congress), Texas",48,31,Texas,TX,88.2,0.4634200967,39.36666667,242714.0,287510.0,340573.6797218125
392,TX-32,48.5,46.6,769852,392815,35.8,29781,519270,102562,72675,6032,2067,3242,520,155934,575028,184557,170605,139996,65978,144345,439426,103,75775,37764,73909,37727,0.5098,38.5,422423,2865,29904,35128,42394,21173,42831,33161,45755,29796,9936,11545,1243,"Congressional District 32 (116th Congress), Texas",48,32,Texas,TX,82.6,0.4634200967,39.36666667,256873.0,278080.0,301037.81401704345
393,TX-33,72.9,23.7,777745,384582,30.5,20487,461990,122972,17897,4995,1528,3390,932,442583,513235,257282,237176,99909,176142,35633,373685,340,44286,23772,164478,3153,0.4168,36.9,349344,2244,67475,39906,41352,25095,15988,16840,27263,32973,4353,3909,949,"Congressional District 33 (116th Congress), Texas",48,33,Texas,TX,67.3,0.4634200967,39.36666667,120480.0,129653.0,139524.40578519256
394,TX-34,59.2,37.7,727688,361057,33.5,24652,671012,7703,5342,1723,384,2516,871,587036,580343,139517,213220,109281,131153,47796,291738,390,40275,20303,187102,5009,0.4878,39.7,277557,12337,22900,16562,35329,13465,11344,33346,48997,24538,14904,2310,703,"Congressional District 34 (116th Congress), Texas",48,34,Texas,TX,73.4,0.4634200967,39.36666667,149511.0,171969.0,197800.40907357985
395,TX-35,64.1,30.5,818369,403807,33.1,46769,604156,70848,14993,7018,2639,10323,269,437639,665885,136625,192584,108543,107533,83771,418636,248,49904,27076,158791,8338,0.4545,35.5,399431,2722,46850,25392,46820,21432,21641,31038,47025,43800,22458,8615,1093,"Congressional District 35 (116th Congress), Texas",48,35,Texas,TX,79.7,0.4634200967,39.36666667,167467.0,200576.2485808609,240231.39779640947
396,TX-36,25.2,72,754178,382957,37.0,43862,619921,75145,15512,4826,1008,3593,320,180379,666908,80256,191652,132550,80681,61016,339882,701,59152,30446,100414,13289,0.4605,40.3,319675,6849,40484,42555,35699,22741,13834,28938,30784,25189,11493,2750,931,"Congressional District 36 (116th Congress), Texas",48,36,Texas,TX,82.6,0.4634200967,39.36666667,240433.0,254447.0,269277.8271243964
397,UT-01,22.4,49.7,776910,385244,31.1,38135,702001,10269,11260,8207,298,2537,976,74209,727469,40991,234870,153791,33492,99244,382510,28,72123,31188,66665,12741,0.4016,37.1,372988,8442,26365,49376,38893,17602,21339,40006,40519,21411,30268,5121,922,"Congressional District 1 (116th Congress), Utah",49,01,Utah,UT,92.5,0.5200222419,39.36666667,51098.0,62547.0,76561.25893381346
398,UT-02,32,46,779772,383966,33.0,34681,644977,9845,18207,9239,1215,2212,454,90691,701377,72489,208570,143575,43460,103256,381183,487,62424,30001,82761,14732,0.4465,36.3,372917,7254,26556,33216,44530,20249,23846,41527,43005,27263,15542,6323,976,"Congressional District 2 (116th Congress), Utah",49,02,Utah,UT,88.7,0.5200222419,39.36666667,74556.0,47862.0,30725.508932882665
399,UT-03,23.3,47.2,773622,384583,28.4,22180,692923,7338,15232,10730,418,2697,529,54199,706548,57978,227864,155987,23740,116759,376866,158,74706,28388,74278,21069,0.4519,34.3,375125,4433,26591,26818,44446,12580,27452,51321,41373,25243,10759,10049,1068,"Congressional District 3 (116th Congress), Utah",49,03,Utah,UT,92.1,0.5200222419,39.36666667,51791.0,70933.0,97149.90034948157
