,CD_ID,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020
68,CA-48,47.9,46.2,719486,362252,42.6,31611,459456,12424,146976,2217,1976,3294,330,115664,531785,178622,134926,132503,49687,154237,388135,225,95136,41352,63818,48700,0.4862,42.0,374822,2452,21122,37796,38432,13282,37083,26567,39906,32272,10355,8607,1978,"Congressional District 48 (116th Congress), California",06,48,California,CA,94.9,0.4959029941,39.36666667,309496.0,317328.0,325358.1939152687
69,CA-49,50.7,43.2,731513,366266,39.5,45127,572343,21682,58447,3291,979,5178,367,156939,589129,132777,161290,142692,46566,135662,362593,215,94960,37204,58076,46724,0.4786,40.3,348294,3405,21305,37856,36867,11936,24944,24844,37052,30463,12197,8341,1915,"Congressional District 49 (116th Congress), California",06,49,California,CA,93.2,0.4959029941,39.36666667,294468.0,314011.0,334851.01308461366
70,CA-50,39.6,54.6,751551,379100,37.5,53934,600933,17983,37033,8873,1803,6061,12,213719,595793,144048,177001,135581,60376,92050,364946,268,75136,32172,75604,23443,0.4478,39.9,349128,4940,33367,31371,41147,14140,19272,25296,41468,28618,15907,4944,1530,"Congressional District 50 (116th Congress), California",06,50,California,CA,91.5,0.4959029941,39.36666667,273289.0,292878.0,313871.1140367889
71,CA-51,71.8,22.8,747510,368777,33.2,28654,503283,51898,59053,4579,2814,3514,616,507014,478832,252195,188848,93170,141771,53410,337728,0,50101,23092,141889,5269,0.4285,37.4,304813,7660,24401,21941,39276,17451,12492,23800,37144,36888,16500,5242,1223,"Congressional District 51 (116th Congress), California",06,51,California,CA,88.2,0.4959029941,39.36666667,166684.0,205437.0,253199.83303136475
72,CA-52,58.1,35.6,767172,373333,37.0,49872,505924,27211,153271,3142,948,7007,110,85238,575557,173187,150824,142622,29677,174777,398190,514,100124,45861,63465,50262,0.4595,38.1,383282,1391,13301,38990,30325,15396,27535,41469,50295,26600,16587,9233,1976,"Congressional District 52 (116th Congress), California",06,52,California,CA,94.8,0.4959029941,39.36666667,314748.0,329258.0,344436.91640296363
73,CA-53,64.5,29.6,796701,399799,34.9,51608,513966,63941,114377,2703,1529,6499,1234,242485,594099,185734,164909,123248,57460,132629,426424,85,79898,36242,89414,21912,0.4206,37.3,406004,1125,22121,28541,40689,21777,23253,33616,62998,37840,28278,7429,1665,"Congressional District 53 (116th Congress), California",06,53,California,CA,92.0,0.4959029941,39.36666667,284333.0,310373.0,338797.8149880598
74,CO-01,69,23.2,841497,421186,35.1,36269,658995,65739,29889,7236,1823,4776,573,172943,718108,109524,164822,134077,65145,190096,504567,203,71198,40762,89626,37255,0.4903,35.9,491524,4936,38627,26691,47400,21661,39128,45247,53852,36309,18063,18933,1337,"Congressional District 1 (116th Congress), Colorado",08,01,Colorado,CO,91.4,0.6295421749,39.36666667,368798.0,402453.0,439179.21791604074
75,CO-02,56.2,34.9,812357,403784,37.7,42942,733767,7708,25225,3519,1055,2705,553,67517,734304,66398,157132,164485,19316,181036,454533,641,81753,38713,74009,39108,0.4629,38.2,445273,7748,23810,36308,49992,16806,24665,53748,48169,39761,16854,10889,1425,"Congressional District 2 (116th Congress), Colorado",08,02,Colorado,CO,94.2,0.6295421749,39.36666667,440652.0,471464.0,504430.4877681254
76,CO-03,40,52,753595,375751,40.4,52986,675510,7103,6997,17765,835,4593,0,133163,698825,46516,162791,139758,47389,110078,369622,360,55215,29625,100349,10857,0.4606,40.0,353826,17725,36976,15514,45001,15582,19143,32713,47599,31727,20084,5412,876,"Congressional District 3 (116th Congress), Colorado",08,03,Colorado,CO,90.6,0.6295421749,39.36666667,358045.0,377176.0,397329.2043625801
77,CO-04,34.3,57.4,836061,411464,37.3,53513,749846,13167,20314,5711,1948,3670,0,144809,761402,61888,207665,173393,44525,135781,437087,410,77737,36021,70376,31083,0.4392,40.3,424150,22269,35789,35562,45377,21088,30186,35043,47601,27734,20794,10899,1203,"Congressional District 4 (116th Congress), Colorado",08,04,Colorado,CO,93.3,0.6295421749,39.36666667,357971.2251963015,402201.0,451895.6637151274
78,CO-05,33.2,57.2,815466,398187,36.0,91517,661068,48818,21569,6866,2897,10146,648,83878,736306,54078,187648,157397,37096,120913,396285,438,66062,31937,78381,18524,0.4393,38.0,377872,3416,31240,20117,43288,15481,28353,32802,52708,31934,22188,10959,1149,"Congressional District 5 (116th Congress), Colorado",08,05,Colorado,CO,91.9,0.6295421749,39.36666667,339143.0,371829.0,407665.2186275406
79,CO-06,50.2,41.3,835273,419955,37.0,47434,614542,81416,51858,7607,1548,8234,587,127857,696240,123220,206080,159842,42836,150419,468510,124,82450,38110,56481,32891,0.4397,40.4,452223,5694,34404,27735,47069,28930,40074,34268,58288,34378,21126,15242,1412,"Congressional District 6 (116th Congress), Colorado",08,06,Colorado,CO,92.5,0.6295421749,39.36666667,354988.7748036985,380526.0,407900.3251752719
80,CO-07,51.4,39.4,801315,400476,36.4,46420,696949,13627,24425,6442,2077,4164,1010,181714,700441,87557,180600,139233,60809,125666,451831,195,73244,36962,68270,19723,0.4138,38.1,437926,6058,43544,32194,52603,22764,27744,35241,49304,33954,22892,9860,1389,"Congressional District 7 (116th Congress), Colorado",08,07,Colorado,CO,93.2,0.6295421749,39.36666667,349920.0,374571.0,400958.60208333336
81,CT-01,59.4,36.3,715049,368478,40.4,32116,496973,111042,38270,1420,2740,84989,5664,7642,568714,106009,150675,124783,48472,103361,386618,348,73884,37011,80432,25990,0.4656,41.2,366716,883,19940,39644,40059,19376,36733,36487,59621,20626,15568,7330,1098,"Congressional District 1 (116th Congress), Connecticut",09,01,Connecticut,CT,95.9,0.5439393729,39.36666667,317495.553462439,328774.0,340453.0926408321
82,CT-02,48.7,45.8,699657,351370,42.5,47225,596505,29961,24302,2344,1154,33577,5041,6269,630992,52214,128787,135899,35145,102818,369844,236,77908,36591,58153,26821,0.4392,41.6,359362,4105,22743,45942,40208,16438,26887,41342,49617,20447,15336,5536,1113,"Congressional District 2 (116th Congress), Connecticut",09,02,Connecticut,CT,96.5,0.5439393729,39.36666667,317687.0,340758.0,365504.45741878013
83,CT-03,55.9,40.4,712272,367886,39.9,31657,514402,104950,32902,1242,2724,56117,7044,17064,596088,93503,135732,117319,43305,94023,382440,214,70498,34833,78660,26015,0.4700,39.4,370125,729,23374,36173,40829,16699,24531,48772,65065,23556,12682,6347,1205,"Congressional District 3 (116th Congress), Connecticut",09,03,Connecticut,CT,94.8,0.5439393729,39.36666667,305600.032255908,321837.0,338936.6611135152
84,CT-04,59.6,36.6,739090,379841,40.6,21703,526763,89713,44292,1848,3640,44692,14834,15100,548884,163856,168610,143404,48637,140386,394715,336,93999,41097,76447,62641,0.5586,42.7,372312,767,22968,27770,33843,13100,45246,35382,49554,21298,9250,10804,1456,"Congressional District 4 (116th Congress), Connecticut",09,04,Connecticut,CT,92.4,0.5439393729,39.36666667,310284.414281653,328198.0,347145.78704628506
85,CT-05,49.9,45.8,706597,364557,41.9,32328,553493,55886,26089,2653,1588,78631,17816,10387,569810,104680,151262,128912,50695,103440,371292,219,70742,36041,67685,29564,0.4970,42.5,354036,1862,22252,43962,42261,14201,27653,32355,55309,22451,10382,6793,1084,"Congressional District 5 (116th Congress), Connecticut",09,05,Connecticut,CT,94.1,0.5439393729,39.36666667,307553.0,322737.0,338670.63943125255
86,DE-AL,53.4,41.9,967171,499247,41.1,66896,659781,217594,39023,4397,1592,24471,4386,36782,861150,91230,203150,173834,69081,124178,482506,304,64805,32371,117242,24297,0.4587,40.2,458434,6146,30425,40645,56067,23602,40218,48879,65147,34078,25182,4631,1108,"Congressional District (at Large) (116th Congress), Delaware",10,AL,Delaware,DE,94.3,0.5144279748,39.36666667,413890.0,441590.0,471143.85005677835
87,FL-01,28.2,67.5,784532,390723,38.9,97380,601815,106063,22245,4133,5074,12811,698,19355,721556,45301,168450,146293,43289,97551,355804,850,59088,29351,93858,15262,0.4540,38.6,342278,3654,26943,14098,43052,16841,26565,29332,45010,41352,27926,3356,1031,"Congressional District 1 (116th Congress), Florida",12,01,Florida,FL,89.6,0.5494362333,39.36666667,353881.7457627119,380100.0206185567,408260.7464333655
88,FL-02,30.6,66.2,733749,359083,42.2,66793,587260,92184,12107,3345,5803,12247,671,16681,684565,37289,142296,136174,64897,74503,310676,332,48356,25110,102951,8979,0.4663,40.3,294622,8619,22303,14354,37187,14052,14958,26112,37331,27439,33498,4607,913,"Congressional District 2 (116th Congress), Florida",12,02,Florida,FL,88.0,0.5494362333,39.36666667,341282.8563316946,354948.027654088,369160.36067477916
89,FL-03,40.2,56.2,758275,384193,37.7,63041,565612,127519,25902,1709,12075,29321,1430,17186,675599,61534,156714,125597,54074,87314,350277,368,51047,26016,116784,12400,0.4843,38.3,326986,5202,21157,16072,37887,16833,21421,39788,60097,28714,18055,4646,967,"Congressional District 3 (116th Congress), Florida",12,03,Florida,FL,88.7,0.5494362333,39.36666667,328511.9878688739,351688.0,376499.04390511574
90,FL-04,34.1,62.1,819177,412875,40.1,72368,662790,74267,36847,2692,10074,18580,2996,10740,707472,93837,171149,156579,37608,146450,419505,991,71858,35260,66824,29169,0.4774,40.4,407484,2951,27112,22358,46035,24586,47620,30791,53223,34303,18260,6193,1205,"Congressional District 4 (116th Congress), Florida",12,04,Florida,FL,89.6,0.5494362333,39.36666667,349659.7903743859,421617.7094494508,508384.1431440248
91,FL-05,61.3,35.9,738862,385517,34.7,52222,331585,351034,20493,2734,10025,19239,1979,14178,655824,58793,169802,91525,71624,63613,351500,104,42704,23816,160126,6643,0.4788,36.9,327803,3066,20459,15419,39975,21761,22003,29189,43627,29705,23972,3788,926,"Congressional District 5 (116th Congress), Florida",12,05,Florida,FL,86.7,0.5494362333,39.36666667,276024.6233229965,312070.5844126042,352823.77522408025
92,FL-06,39.9,56.9,781896,401889,47.6,72331,641307,82045,14167,2596,7047,50121,1814,20598,684216,63848,140554,149323,53329,94081,349888,190,51745,27775,93187,13359,0.4640,41.8,334566,3092,30169,22119,46679,16942,25118,25012,45672,29560,14393,5193,1040,"Congressional District 6 (116th Congress), Florida",12,06,Florida,FL,87.9,0.5494362333,39.36666667,362481.0,379804.1320196614,397955.14440538513
93,FL-07,51.4,44.1,786041,400583,36.8,45114,583016,87476,42337,1127,24652,99562,11642,13775,593409,129807,153594,134953,40994,139871,423808,82,64170,31670,98397,24358,0.4814,38.9,408191,721,28372,21637,41232,18817,36711,34229,54629,34291,14241,12449,1237,"Congressional District 7 (116th Congress), Florida",12,07,Florida,FL,88.8,0.5494362333,39.36666667,332060.6245415966,363186.0,397228.8818588204
94,FL-08,37.7,58.4,768139,395524,48.5,80766,639295,72300,16407,2505,10950,29212,3443,19395,675258,65719,137066,141653,50605,112338,341949,721,57866,27439,78926,13667,0.4599,42.6,324921,2336,22726,33365,39275,14841,19769,23750,44450,29463,15055,4762,1037,"Congressional District 8 (116th Congress), Florida",12,08,Florida,FL,89.6,0.5494362333,39.36666667,363051.0,401911.0,444930.46960619855
95,FL-09,54.8,41.9,902812,464281,38.3,58121,670309,111993,27123,2464,19638,218737,27211,44136,616168,147415,200026,139133,88557,98397,446655,1172,55082,24604,119417,10852,0.4320,39.6,425126,2425,31925,19766,56396,33387,25441,31586,50647,45745,16860,7396,1213,"Congressional District 9 (116th Congress), Florida",12,09,Florida,FL,87.9,0.5494362333,39.36666667,274612.5434213815,356530.0,462883.59343057906
96,FL-10,61.8,34.9,839504,429865,35.3,36451,479216,237772,41302,3835,18547,97674,10131,33374,569527,205771,203502,128470,66933,128436,441187,142,56262,26267,139740,16037,0.4776,38.8,421421,1685,34545,16472,53868,23548,25455,25090,47856,49513,11173,9389,1193,"Congressional District 10 (116th Congress), Florida",12,10,Florida,FL,86.1,0.5494362333,39.36666667,327036.7625013285,315611.0,304584.4221277581
97,FL-11,32.5,64.8,789849,408687,55.7,91555,693614,55539,8909,2713,9147,40486,4238,19686,711385,53532,120953,171277,70411,81855,278253,154,47017,25012,97593,6601,0.4381,42.4,258759,2323,21577,15274,39120,15677,14677,15797,39571,20765,10747,3414,934,"Congressional District 11 (116th Congress), Florida",12,11,Florida,FL,89.3,0.5494362333,39.36666667,356381.9117950951,410997.5722487179,473983.1029680921
98,FL-12,38.8,57.4,792410,415800,46.6,70007,686843,38884,20897,2834,16031,41537,3131,18606,678925,85910,154762,148656,52429,109165,354111,231,54563,28830,90366,14339,0.4613,43.2,334861,1323,24480,19100,46103,14706,29239,25460,50433,23008,11695,5647,1099,"Congressional District 12 (116th Congress), Florida",12,12,Florida,FL,88.8,0.5494362333,39.36666667,342626.0,380357.2422552423,422243.588449251
99,FL-13,49.6,46.4,735935,375897,47.4,62842,580519,91631,26641,2073,16340,23915,2866,15498,630154,86856,117037,114845,49769,115074,374044,305,52081,29535,89133,13936,0.4805,42.3,358124,851,20221,26751,45986,15198,32930,21574,54283,35448,14074,5792,1109,"Congressional District 13 (116th Congress), Florida",12,13,Florida,FL,88.2,0.5494362333,39.36666667,341397.0,360760.0,381221.2104968702
100,FL-14,57.2,39,782973,398077,36.3,41802,531821,140825,35850,1824,82454,72137,13437,21884,573728,170868,171535,120980,59107,126080,407815,57,55729,30317,125195,26809,0.5098,38.4,388994,1430,23147,17924,42528,21192,46766,31290,54885,32023,14384,7299,1128,"Congressional District 14 (116th Congress), Florida",12,14,Florida,FL,86.8,0.5494362333,39.36666667,293992.0,330432.7450945362,371390.3746724766
101,FL-15,43.1,53.1,808723,411676,38.3,56481,598144,127840,24983,3034,25447,68602,8106,51529,658499,111708,179373,140347,63886,97139,396782,245,56096,28995,112990,10762,0.4345,39.6,379850,6163,31706,20824,52611,22549,29861,29689,43901,31563,13757,6288,1143,"Congressional District 15 (116th Congress), Florida",12,15,Florida,FL,88.1,0.5494362333,39.36666667,303053.3297503929,334517.9662471424,369249.43155810755
102,FL-16,43,53.7,852096,442812,47.9,71987,709176,75971,19208,2196,12531,28485,2871,70846,710886,118584,160576,170657,61287,118545,393389,0,61838,30952,98108,23687,0.4798,43.1,374926,4507,27127,25530,49334,16599,30786,26006,51547,32729,12642,6477,1266,"Congressional District 16 (116th Congress), Florida",12,16,Florida,FL,87.5,0.5494362333,39.36666667,358794.6722193874,396807.0,438846.525437598
103,FL-17,35,62.2,789236,399241,51.5,74056,680864,56190,10685,1324,18576,29057,2821,61176,688182,81201,138959,158602,70673,83268,304879,134,51562,25381,111498,13822,0.4670,42.4,289895,9798,30006,14528,44299,13957,16475,17114,40026,26278,11849,2610,963,"Congressional District 17 (116th Congress), Florida",12,17,Florida,FL,88.0,0.5494362333,39.36666667,297209.1521101554,353861.0,421311.41128046514
104,FL-18,44.1,53.3,780772,403299,48.2,57763,611308,104795,17963,381,19772,26265,4902,25919,637787,121313,139459,148882,59776,120376,359460,263,60483,31236,75669,24686,0.4966,43.4,344847,2219,25935,18479,45082,18654,20762,24292,52447,25128,14224,7302,1375,"Congressional District 18 (116th Congress), Florida",12,18,Florida,FL,87.8,0.5494362333,39.36666667,342845.0,382474.0,426683.66368475556
105,FL-19,37.5,59.6,836359,425729,51.5,68301,711481,67922,15582,1118,48166,27390,5571,46290,661758,153830,138074,166007,59121,135238,362535,316,59366,29924,93556,26725,0.5232,42.6,350251,1469,43738,9449,48145,16504,27362,24614,46014,32686,11560,5442,1219,"Congressional District 19 (116th Congress), Florida",12,19,Florida,FL,87.5,0.5494362333,39.36666667,320680.818734259,381158.1516754908,453040.9307363905
106,FL-20,80.2,18.1,809153,416816,36.2,23388,295544,434883,25202,849,43491,30971,10526,27591,498191,287386,193097,89949,93899,70937,407219,387,48003,23901,151662,6307,0.4671,40.1,376962,3473,25424,16078,44238,32756,23835,24954,59927,36619,15626,6767,1221,"Congressional District 20 (116th Congress), Florida",12,20,Florida,FL,81.4,0.5494362333,39.36666667,262252.0458094086,288811.4516042913,318060.6439897804
107,FL-21,58.6,39.1,785042,406869,45.9,43034,601527,120536,22923,2249,32876,27615,11737,29740,545072,221575,143427,137160,68462,129080,391047,233,60316,29140,82549,24408,0.5173,40.9,371002,3527,30455,13382,47491,17805,26512,24710,46281,35769,9119,6741,1355,"Congressional District 21 (116th Congress), Florida",12,21,Florida,FL,86.3,0.5494362333,39.36666667,323843.1804014886,351661.0,381868.34370785335
108,FL-22,56.8,41,753363,378163,45.7,37402,575793,111541,22493,1591,24015,28430,8585,13089,522182,207837,135534,132494,46637,140635,388552,108,64211,34473,71048,33679,0.5218,43.1,373836,636,27797,20458,44778,21043,32956,26541,41215,26996,10850,8257,1445,"Congressional District 22 (116th Congress), Florida",12,22,Florida,FL,86.8,0.5494362333,39.36666667,327763.0981330292,356482.2192752929,387717.75524241664
109,FL-23,61.9,35.8,756447,395236,41.4,27061,533202,110474,35644,3817,69000,41739,19857,15846,443221,283308,162587,133838,39718,126351,390935,264,64119,31613,87229,25843,0.5026,43.0,371553,2092,21601,16838,45925,25448,31541,31027,44821,27956,15463,7220,1516,"Congressional District 23 (116th Congress), Florida",12,23,Florida,FL,89.6,0.5494362333,39.36666667,286661.6967069434,337781.8570833147,398018.2364276407
110,FL-24,82.9,15.4,784469,403592,36.8,16259,337035,371721,11669,354,114399,32250,29518,9154,415285,344970,174727,85917,106398,79023,398416,289,42147,22421,161957,8156,0.4868,39.6,376273,527,33385,12324,46950,32337,21016,23955,53057,43473,16803,6297,1160,"Congressional District 24 (116th Congress), Florida",12,24,Florida,FL,79.1,0.5494362333,39.36666667,260480.5581445963,265174.4413011601,269952.9086556556
111,FL-25,47.9,49.7,775326,395190,42.6,20334,697177,36179,8252,1050,335901,24325,13298,51863,323258,431552,145153,122852,127742,96918,403038,0,53826,24200,112810,11543,0.4538,42.1,388156,9501,40320,26533,45024,32566,24231,19825,44703,32495,9059,6285,1310,"Congressional District 25 (116th Congress), Florida",12,25,Florida,FL,81.5,0.5494362333,39.36666667,237268.6020702749,264353.4745779099,294530.16080364306
112,FL-26,56.8,40.5,790373,401314,39.2,18767,624225,87276,12069,5058,296985,33560,20987,36399,378290,387729,174078,121733,91559,108101,403175,0,61501,25771,110305,11085,0.4587,42.2,386223,6223,35431,14502,42661,27659,28141,32228,54138,31650,17373,5237,1476,"Congressional District 26 (116th Congress), Florida",12,26,Florida,FL,83.8,0.5494362333,39.36666667,266473.0,289225.4276495127,313920.5397884346
113,FL-27,58.5,38.9,763812,391718,41.9,13980,669096,35881,15734,265,291870,23169,13378,12032,323298,417958,135391,124162,68948,140120,411019,43,61358,29921,99099,33611,0.5621,41.5,397030,1724,28216,15807,32464,31001,41089,31708,46264,35595,12615,8157,1412,"Congressional District 27 (116th Congress), Florida",12,27,Florida,FL,85.9,0.5494362333,39.36666667,243809.0,297563.9768330276,363170.8440159575
114,GA-01,40.9,56.4,744385,380273,36.1,60356,467721,217918,11663,1520,2317,10776,1200,24704,696908,35688,174247,123541,58709,75354,351580,0,51829,27172,107971,13370,0.4833,38.0,333465,4116,25268,34267,39230,26656,16278,26766,41285,35608,22310,3949,975,"Congressional District 1 (116th Congress), Georgia",13,01,Georgia,GA,85.4,0.5502735812,39.36666667,260147.779441922,269568.0,279329.33650207415
115,GA-02,55,43.3,665539,338387,37.0,45903,281955,340276,7641,1289,899,5360,307,21478,634769,22854,154639,89236,78912,44648,273764,699,38692,22202,159147,4149,0.4856,38.0,251727,9031,13919,29232,30639,15831,12182,22479,34473,22544,18669,3120,730,"Congressional District 2 (116th Congress), Georgia",13,02,Georgia,GA,84.1,0.5502735812,39.36666667,262837.18027758,248103.0979649765,234194.97635308251
116,GA-03,32.8,64.3,740700,379333,39.0,51261,499401,188551,16496,3992,2485,8108,834,15232,691442,37790,175440,137379,59168,85134,347728,135,60265,28280,96899,16793,0.4601,40.6,335997,2104,23144,48903,38460,32275,20096,29487,34217,27625,18993,4028,942,"Congressional District 3 (116th Congress), Georgia",13,03,Georgia,GA,89.2,0.5502735812,39.36666667,296218.346522379,311864.8818232678,328337.8820268072
117,GA-04,75.3,22.2,785104,411787,36.3,45831,210961,472419,49178,1285,2149,4211,2824,46184,628231,141657,193531,112170,60061,106073,403619,60,58448,30446,102370,12134,0.4356,40.4,382413,128,23319,31060,40096,34635,20680,34115,53602,28551,18035,9975,1122,"Congressional District 4 (116th Congress), Georgia",13,04,Georgia,GA,84.6,0.5502735812,39.36666667,296932.571548743,298663.0,300403.5128371137
118,GA-05,85,11.9,793039,412345,32.9,32611,251276,466017,30640,1970,1766,7089,1221,32594,710231,71607,167848,82345,49053,132540,418708,557,57270,31993,144328,27553,0.5436,35.6,404378,1586,13431,21146,35508,37110,28595,39218,42448,35301,17476,13206,1117,"Congressional District 5 (116th Congress), Georgia",13,05,Georgia,GA,87.0,0.5502735812,39.36666667,290358.993205816,305753.7620161501,321964.75802202226
119,GA-06,46.8,48.3,754299,376108,39.1,29171,518775,98130,96303,7170,3682,7327,683,49009,578532,162635,179450,159853,27212,202396,423840,167,97290,47245,42951,56599,0.4625,41.7,412835,842,27072,26973,39598,16932,42181,30640,36759,28647,9788,19521,1360,"Congressional District 6 (116th Congress), Georgia",13,06,Georgia,GA,89.1,0.5502735812,39.36666667,307096.375001957,331245.9367514504,357294.58093944174
120,GA-07,44.8,51.1,803976,413963,36.4,33087,434102,162756,114858,6148,5389,13079,5408,79587,581057,209505,216085,156843,60544,138537,426443,131,78693,35318,65308,26964,0.4381,41.6,411826,843,34547,39931,48502,19587,29518,35219,41084,30786,10717,15371,1328,"Congressional District 7 (116th Congress), Georgia",13,07,Georgia,GA,85.8,0.5502735812,39.36666667,263741.936759762,294972.0,329900.0600850768
121,GA-08,34.4,63.3,714720,363417,36.9,49854,446473,224512,13368,2424,1907,5177,1501,30185,674453,32051,168728,117109,66205,63165,314385,100,45710,26225,145047,10581,0.4977,39.3,301054,8258,21406,37575,37054,15109,15890,26475,39772,19401,25755,4833,775,"Congressional District 8 (116th Congress), Georgia",13,08,Georgia,GA,85.0,0.5502735812,39.36666667,265962.967368962,265514.0202117557,265065.83088016685
122,GA-09,19.3,77.8,765320,389534,40.7,50749,672568,46909,9854,1485,2300,3427,1905,72850,697958,62043,171749,159332,87327,76934,366402,610,58233,27099,97497,14142,0.4505,40.7,354428,6518,30439,54892,44149,15410,15425,33319,38845,22640,14238,6569,843,"Congressional District 9 (116th Congress), Georgia",13,09,Georgia,GA,85.5,0.5502735812,39.36666667,265550.941249692,297215.1855029423,332655.0682811819
123,GA-10,35.8,61.3,767352,391097,37.2,41955,515879,200069,16337,1096,2307,3044,2290,26216,715214,44299,179984,140631,64667,79105,365871,238,59229,28151,110868,12503,0.4549,39.6,352987,6486,26571,37085,39782,23169,17245,43715,40286,22574,18274,5602,838,"Congressional District 10 (116th Congress), Georgia",13,10,Georgia,GA,87.7,0.5502735812,39.36666667,294851.083496994,315073.3547353859,336682.56425187056
124,GA-11,35.3,60.3,781313,401961,36.7,39549,570501,130277,29460,1696,4071,12847,1136,40699,687217,81999,180927,153023,40802,147428,424295,76,76779,37015,67590,32076,0.4654,39.6,408872,644,32100,39231,45100,22594,31780,33150,42243,31414,14789,11381,1215,"Congressional District 11 (116th Congress), Georgia",13,11,Georgia,GA,86.8,0.5502735812,39.36666667,300276.343849395,329614.8182257478,361819.8057203089
125,GA-12,40.7,56.9,723334,368031,35.6,51418,417208,252862,13873,789,384,9986,657,26063,680443,30448,168547,105586,73533,61515,316022,621,45570,23996,134119,8984,0.4954,38.5,301925,9357,20697,33953,36737,21417,11962,31146,40878,24386,18919,3792,771,"Congressional District 12 (116th Congress), Georgia",13,12,Georgia,GA,87.2,0.5502735812,39.36666667,268283.110876454,267674.4597616718,267067.1894873693
126,GA-13,71,26.6,757521,404817,36.1,44122,220074,451182,21403,1201,863,10515,2841,68070,663898,82439,197502,113353,53560,92237,394846,641,61898,31332,91342,11783,0.4239,40.6,375551,223,20926,28707,40091,46458,21395,29045,52948,30404,21260,8296,1101,"Congressional District 13 (116th Congress), Georgia",13,13,Georgia,GA,85.3,0.5502735812,39.36666667,292879.55049513,301238.4830066517,309835.9837371359
127,GA-14,22.1,75,722873,368132,38.7,33641,620751,67813,4977,2420,4533,2701,120,60391,669374,49058,174616,132974,86346,57251,337093,23,50044,26390,103205,7595,0.4380,40.8,326008,3084,24522,70198,36819,20210,17101,23063,38844,22257,14224,5654,748,"Congressional District 14 (116th Congress), Georgia",13,14,Georgia,GA,85.7,0.5502735812,39.36666667,232701.819905213,255872.0,281349.2408897715
128,HI-01,63.1,30.5,709286,351926,39.9,52478,122457,17088,351660,628,952,18311,63,18801,520733,163442,143489,116948,44958,123324,358276,380,84947,36845,51276,24614,0.4305,39.5,349570,1722,22272,11633,39203,25657,23284,34984,43717,47083,33667,4760,1655,"Congressional District 1 (116th Congress), Hawaii",15,01,Hawaii,HI,96.8,0.3930120323,39.36666667,216671.0,209300.0,202179.7564048719
129,HI-02,61.4,29.6,711205,357863,38.8,50437,223195,11237,182819,2609,1410,27490,462,27364,591929,102705,159766,118214,35121,95504,345295,448,76116,31828,70867,21802,0.4593,39.5,335335,7161,27569,8783,37364,19689,20638,29030,37494,50559,23922,4509,1555,"Congressional District 2 (116th Congress), Hawaii",15,02,Hawaii,HI,95.0,0.3930120323,39.36666667,218026.0,219637.0,221259.9037224918
130,IA-01,45.2,48.7,773628,390220,38.8,50600,701592,32960,14447,4341,517,1219,169,26645,738721,31375,176140,153336,40140,98178,405953,1258,59788,31139,82942,13167,0.4351,39.4,400150,12587,24742,71865,49913,20832,23863,37093,59374,22657,10339,5478,715,"Congressional District 1 (116th Congress), Iowa",19,01,Iowa,IA,96.4,0.577059286,39.36666667,401501.0,390934.0,380645.1101142961
131,IA-02,45,49.1,783983,395752,38.0,45426,700399,32975,18719,1578,221,1211,20,37582,736271,43269,178172,150025,40862,92393,401230,934,55239,30215,100458,15164,0.4673,39.3,390611,9530,22291,71006,47266,18038,17908,47085,58929,28826,10672,5570,797,"Congressional District 2 (116th Congress), Iowa",19,02,Iowa,IA,94.6,0.577059286,39.36666667,394310.0,379959.0,366130.3078314017
132,IA-03,45,48.5,843598,427471,37.0,45981,743399,36515,29566,1985,250,3111,0,45759,772620,63675,209336,164456,41074,135834,456111,310,66630,35728,80222,20331,0.4341,39.3,444002,9088,25862,41573,53328,24389,60357,37976,61610,24772,16357,7846,867,"Congressional District 3 (116th Congress), Iowa",19,03,Iowa,IA,95.3,0.577059286,39.36666667,395798.0,403191.0,410722.0917766133
133,IA-04,33.5,60.9,754936,377814,38.9,42025,700709,12687,17239,3590,726,2251,0,45193,714256,36818,169741,154325,40573,87037,386697,996,56622,30440,79882,10611,0.4220,39.1,381236,24726,26835,59978,42822,20068,19724,41525,52995,20074,11280,4404,714,"Congressional District 4 (116th Congress), Iowa",19,04,Iowa,IA,94.9,0.577059286,39.36666667,383129.0,379900.0,376698.2139175056
134,ID-01,25.4,63.7,912950,455287,38.5,72099,815218,6900,13943,14043,775,3944,0,83207,852454,51276,225457,183898,54709,108097,427490,439,56709,27416,92417,14445,0.4405,40.0,414301,15842,35640,40968,57294,18857,21828,32765,54364,29442,21731,6199,891,"Congressional District 1 (116th Congress), Idaho",16,01,Idaho,ID,88.3,0.5003255066,39.36666667,328258.0,359661.0,394068.1869779259
