,CD_ID,Democrat,Republican,P_Democrat,P_Republican,Pop,Females,Median_Age,Veterans,White_People,Afr_Am_People,Asian,American_Ind_Alk_Ntv,Cuban_Origin,Puerto_Rican_Origin,Dominican_Origin,Mexican_Origin,Native_US,Foreign_Born,Children,Married_Households,Less_Highschool,Bachelor_Holders,Labor_Force_Eligible,Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Workers,Working_Agricult,Working_Construction,Working_Manufacturing,Working_Retail,Working_Transportation,Working_Finance,Working_Education,Working_Health,Working_Food,Working_Public_Admin,Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State_Full,State,Health_insurance_coverage,Turn_Out,Approval_Rate_Predecessor,Vote_2012,Vote_2016,Vote_2020,Ticket_CD_Demo
391,VA-02,48.2,50.5,47.9,51.1,649047,323507,34.0,93527,435366,143712,34499,2716,675,13081,2261,17352,582588,50568,148280,115828,33472,79534,325334,23412,59750,29517,63916,8567,0.4171,37.7,301922,1980,20231,20434,35016,11917,18875,29471,32714,26935,32568,6872,1126,"Congressional District 2 (112th Congress), Virginia",51,02,Virginia,VA,87.2,0.391,49.05835157,318849.0,321067.6405239648,323301.71896924835,153685.218
392,VA-03,67.6,31.3,65.4,33.9,658851,346394,33.7,65123,250172,360989,12932,2419,969,8076,1841,11159,616141,32168,145902,82658,71606,60493,334699,44842,41392,22409,134689,4343,0.4518,37.5,289857,858,16496,27201,34020,15679,17124,27026,43669,25654,23866,3591,877,"Congressional District 3 (112th Congress), Virginia",51,03,Virginia,VA,84.4,0.391,49.05835157,332166.0,323422.0,314908.1786937856,224544.216
393,VA-04,60.3,38.5,60.1,39.1,746992,374406,38.4,71939,454595,249246,13296,1829,287,6389,955,13199,704648,32301,179984,132225,74279,76218,361427,34460,57026,27752,78902,7244,0.4141,41.7,326967,3196,25296,35259,38974,17097,19191,28743,43395,20620,28722,4015,994,"Congressional District 4 (112th Congress), Virginia",51,04,Virginia,VA,87.8,0.391,49.05835157,361496.0,362532.0,363570.9690397681,217982.08800000002
394,VA-05,45.9,52.5,46.8,52.2,684075,354190,41.3,55820,502182,156450,10027,1476,1190,1710,439,10886,653744,24460,139452,131723,81871,65933,320319,28997,44510,22685,110187,6939,0.4607,42.0,291322,5682,23394,34327,32766,12985,13024,38867,42426,17305,16494,3669,742,"Congressional District 5 (112th Congress), Virginia",51,05,Virginia,VA,86.7,0.391,49.05835157,358689.0,365403.0,372242.67376194976,164638.251
395,VA-06,39.5,58.8,41.2,57.7,711308,367037,39.4,55735,590509,86388,12241,911,1598,4324,1162,11047,668258,34239,148574,135237,71517,77053,351811,24950,45821,23009,96693,5400,0.4483,40.4,326861,5257,20430,35401,46265,16421,17891,35801,47975,23702,15201,5249,711,"Congressional District 6 (112th Congress), Virginia",51,06,Virginia,VA,87.4,0.391,49.05835157,334864.0,345500.0,356473.8222084189,132271.28
396,VA-07,44.1,54.6,44.9,54.3,763850,397576,40.2,63119,571756,131139,31719,2519,2427,6233,1010,11402,691911,65304,180149,151083,55711,122675,404885,26560,63281,31139,72621,16192,0.4378,42.5,378325,3863,24462,23403,40933,16769,41521,39765,49378,24450,25478,6442,967,"Congressional District 7 (112th Congress), Virginia",51,07,Virginia,VA,89.1,0.391,49.05835157,391482.0,392168.0,392855.20208847406,172643.562
397,VA-08,67.8,31,66.3,32.8,712513,364359,35.2,45206,460417,100288,76180,2140,2414,7664,2278,18610,506877,193349,145048,125255,44041,158064,438564,21671,91262,50417,60222,43717,0.4318,38.1,416893,580,18514,9382,26048,10498,27067,32261,39775,26284,71974,12766,1512,"Congressional District 8 (112th Congress), Virginia",51,08,Virginia,VA,87.0,0.391,49.05835157,359743.0,367885.0,376211.27645291225,243905.754
398,VA-09,34.9,63.1,39.7,58.9,655644,328845,41.5,48509,608756,28622,7524,1404,182,1186,5,6778,636003,17243,123567,126889,88037,50443,294621,27835,36474,18791,122510,4142,0.4645,39.7,266786,12190,13393,37498,32873,11573,11210,33303,38365,20265,13165,4886,610,"Congressional District 9 (112th Congress), Virginia",51,09,Virginia,VA,86.8,0.391,49.05835157,311291.0,316740.0,322284.382137614,108640.55900000001
399,VA-10,48.8,49.9,49.6,49.6,895272,448977,36.3,66090,647252,71280,104111,2369,2038,6955,1057,18480,691842,185695,238519,187981,49833,162585,492346,27263,101893,44103,58041,50890,0.4261,41.7,465083,3642,31370,22493,45456,19550,32724,35624,43052,25729,41768,18198,1401,"Congressional District 10 (112th Congress), Virginia",51,10,Virginia,VA,88.6,0.391,49.05835157,373913.0,403821.0,436121.2368679345,182469.544
400,VA-11,62.5,36.3,60.7,38.5,816013,406592,37.3,75079,526718,92127,127990,4101,2266,9956,328,19261,587647,206251,205643,166773,38863,156823,446631,25149,106863,43232,44116,45343,0.3926,41.8,421482,505,23182,11727,36827,13781,27403,34580,41948,26430,59096,11074,1650,"Congressional District 11 (112th Congress), Virginia",51,11,Virginia,VA,87.9,0.391,49.05835157,339710.0,357054.0,375283.5033293103,212318.75
401,VT-AL,67,31.2,67.8,30.6,626431,318038,42.0,51373,596253,5194,7733,2140,756,3060,181,1900,596455,24243,125921,128267,35827,93188,349718,22416,52776,26681,69075,7770,0.4308,42.9,327302,9096,24049,33887,37108,11239,15829,46644,46849,22396,16314,6139,849,"Congressional District (at Large) (112th Congress), Vermont",50,AL,Vermont,VT,93.4,0.498,49.05835157,297247.0,315067.0,333955.31153888855,199155.49
402,WA-01,54.1,43.3,56.3,41.9,750505,379750,38.6,59010,578068,18836,93412,6309,623,3210,455,44441,606067,130279,167485,157469,31410,142420,402572,35077,72627,36471,66181,20510,0.4290,41.4,367495,1965,23795,44629,44199,12882,23749,24146,47087,20699,16754,10702,1140,"Congressional District 1 (112th Congress), Washington",53,01,Washington,WA,89.0,0.543,49.05835157,339489.0,349064.0,358909.0547734978,183663.54900000003
403,WA-02,59.2,38,60.5,37.6,770876,383509,38.7,71394,669114,10834,29113,12979,554,2603,0,61762,685426,74386,172961,151363,47741,88575,392479,43242,55911,27961,98506,7376,0.4132,41.0,349237,7202,28153,48176,43609,16199,19071,30595,43912,24228,19724,5346,936,"Congressional District 2 (112th Congress), Washington",53,02,Washington,WA,85.9,0.543,49.05835157,313668.0,326462.0,339777.8461430557,185691.456
404,WA-03,47.9,49.6,50.9,47.1,781617,397842,39.4,79081,685410,10038,25773,7550,1292,1565,70,48940,716778,57015,188521,154466,51043,87585,378182,44991,53161,26868,113401,8277,0.4252,41.9,333191,6697,21947,34167,41660,22431,18662,28993,44596,20691,24514,5153,867,"Congressional District 3 (112th Congress), Washington",53,03,Washington,WA,86.6,0.543,49.05835157,303483.0,315150.0,327265.5222862566,145368.357
405,WA-04,37.9,59.7,39.2,58.9,794559,393817,33.7,53468,598536,7246,15269,12254,170,1310,0,257404,664138,124520,224909,145463,100498,67699,367570,36227,48083,22732,154441,5784,0.4196,39.4,331343,39481,24590,25160,37042,19204,12594,30196,38552,20766,16016,4014,733,"Congressional District 4 (112th Congress), Washington",53,04,Washington,WA,79.1,0.543,49.05835157,238940.0,242668.0,246454.16516280238,90558.26
406,WA-05,43.7,53.5,46.3,51.2,726852,365519,37.5,71487,639045,12388,14567,15962,420,1611,345,39629,667924,48889,162529,140394,39144,82084,350351,37905,45493,22627,119749,6889,0.4439,39.9,312446,11800,19963,21859,36096,14159,18332,36506,51026,21840,17456,5750,701,"Congressional District 5 (112th Congress), Washington",53,05,Washington,WA,86.4,0.543,49.05835157,315425.0,319635.0,323901.1911706428,137840.725
407,WA-06,56.1,41.2,57,40.9,712566,356936,40.2,86926,552550,32877,39800,16998,345,4756,20,43997,631379,68575,147809,128210,47193,73334,340705,49552,48442,25188,101832,7360,0.4354,40.9,291153,4426,20148,25632,34129,14254,17146,23541,46053,20112,24004,5756,860,"Congressional District 6 (112th Congress), Washington",53,06,Washington,WA,83.8,0.543,49.05835157,329190.0,332992.0,336837.91143108846,184675.59
408,WA-07,79.2,18.1,80.4,18,721921,361164,35.8,40224,490771,63666,108791,5780,1108,2265,1099,39275,561179,146096,122761,114070,47434,164184,436302,34689,60096,31430,105908,24320,0.4878,36.7,401613,2549,12957,30247,47619,13517,22641,38796,56924,31901,12292,15536,1015,"Congressional District 7 (112th Congress), Washington",53,07,Washington,WA,87.1,0.543,49.05835157,392419.0,415693.0,440347.3589428646,310795.848
409,WA-08,49.7,48.1,51.5,46.8,835459,417145,37.7,62312,628070,25116,110354,4897,286,2714,212,40560,684065,138023,214809,182483,36880,144455,443877,38991,81548,38978,68550,30422,0.4274,42.2,404886,1969,22449,50743,46725,21820,24492,29023,47163,23921,16384,13715,1246,"Congressional District 8 (112th Congress), Washington",53,08,Washington,WA,91.0,0.543,49.05835157,313967.0,321002.0,328194.6319326553,156041.59900000002
410,WA-09,68.3,29.6,68.6,29.9,735683,366295,35.4,73876,515597,58664,64633,8974,571,5610,181,75654,589660,121529,178458,129500,50461,74759,365705,39071,54532,29415,100690,6081,0.4065,40.0,326634,2460,22343,33771,39565,24825,17089,21712,44479,23340,24113,5096,968,"Congressional District 9 (112th Congress), Washington",53,09,Washington,WA,83.1,0.543,49.05835157,286875.0,291192.0,295573.9637960784,195935.625
411,WI-01,47.4,51.6,50.8,48.1,727376,366606,39.3,50359,646267,40371,14526,2300,191,6699,604,52360,684203,38658,173209,145589,47361,83068,388051,37512,54895,28946,79653,7778,0.4197,42.5,350539,3591,22956,70193,37695,18453,19042,26165,50937,22814,13434,5021,807,"Congressional District 1 (112th Congress), Wisconsin",55,01,Wisconsin,WI,91.3,0.524,49.05835157,379184.0,355961.0,334160.285035761,179733.216
412,WI-02,68.3,30.5,70.1,28.6,757809,382698,35.8,51062,668683,32790,25348,2458,1068,4433,328,33948,701962,49384,166812,145618,35163,110033,437631,29015,56369,29159,96882,10123,0.4353,38.8,408616,8815,20246,51168,43870,14805,32224,47033,56061,26093,20825,10494,839,"Congressional District 2 (112th Congress), Wisconsin",55,02,Wisconsin,WI,92.9,0.524,49.05835157,415942.0,412803.0,409687.68917060556,284088.386
413,WI-03,54.8,43.8,59.4,39.1,734360,366721,37.7,58295,695902,6478,12652,4482,94,612,42,10970,714905,15870,167178,149775,43502,74012,394556,24604,48291,24638,98508,5493,0.4216,40.2,369952,18804,23098,58781,47498,17916,16258,32727,56729,24191,15841,5251,691,"Congressional District 3 (112th Congress), Wisconsin",55,03,Wisconsin,WI,89.8,0.524,49.05835157,363335.0,359555.0,355814.32569116657,199107.58
414,WI-04,75.3,23.8,74.4,24.6,674811,349261,31.6,32864,353369,235975,21870,4040,330,28595,527,78261,592679,67010,175552,74884,74455,62725,338928,51046,34273,20549,180351,2659,0.4566,35.9,287882,1023,10469,37903,28211,15474,19144,26682,47042,25888,11102,6869,735,"Congressional District 4 (112th Congress), Wisconsin",55,04,Wisconsin,WI,84.8,0.524,49.05835157,356355.0,308575.0,267201.33188814524,268335.315
415,WI-05,37.7,61.3,41.8,57.2,710474,363296,41.3,46572,657989,17766,15982,1428,820,4251,131,19955,672830,33402,168244,159528,25817,131665,392228,25209,68233,32608,43754,16956,0.4471,43.3,367019,2691,16948,68976,41725,12348,29042,31383,58813,18107,7487,5498,876,"Congressional District 5 (112th Congress), Wisconsin",55,05,Wisconsin,WI,94.9,0.524,49.05835157,419191.0,399261.0,380278.5511163169,158035.007
416,WI-06,45.8,53.1,49.4,49.3,708000,351146,40.7,56969,661982,10619,15307,2557,495,1927,0,22756,680904,24176,158412,151908,49919,71230,377155,25908,50616,25387,69114,6484,0.4190,42.4,351247,10682,20445,94587,36883,15176,13791,22491,45384,23196,11861,5128,644,"Congressional District 6 (112th Congress), Wisconsin",55,06,Wisconsin,WI,92.2,0.524,49.05835157,382295.0,365442.0,349331.94356190896,175091.11
417,WI-07,47.8,50.9,53.2,45.3,686560,339718,42.7,60069,645653,3031,11949,11199,87,1757,237,10000,667613,15847,150468,152285,47758,61733,359906,30446,45297,23560,85133,4175,0.4192,43.0,329460,14727,21432,61673,38232,16281,20591,23904,52251,22454,10407,4303,621,"Congressional District 7 (112th Congress), Wisconsin",55,07,Wisconsin,WI,90.8,0.524,49.05835157,373876.0,369841.0,365849.54712525004,178712.728
418,WI-08,47.6,51.3,53.7,45,712377,357189,40.6,57545,650650,9520,12983,19601,237,3214,27,24288,682650,25387,164525,154537,45533,73978,381676,26914,49962,25610,72402,4675,0.4080,42.4,354762,10708,21665,72647,37233,19043,20633,26630,47518,24964,11118,6046,649,"Congressional District 8 (112th Congress), Wisconsin",55,08,Wisconsin,WI,91.0,0.524,49.05835157,372886.0,369562.0,366267.63097568695,177493.736
419,WV-01,35.5,62.2,41.5,56.7,614309,309268,41.0,50276,584366,14295,5022,623,0,1126,257,2914,604595,6720,121825,116426,51614,54360,282334,23653,39170,20813,104043,3743,0.4607,41.0,258681,11132,15956,26604,31764,12951,10978,28001,43377,19975,15752,4351,584,"Congressional District 1 (112th Congress), West Virginia",54,01,West Virginia,WV,86.0,0.372,49.05835157,227948.0,243894.0,260955.49527085124,80921.54
420,WV-02,38,60,43.9,54.7,653767,331815,41.7,55060,605524,20266,3890,1455,13,1364,0,5974,639348,10782,143181,124712,67084,56393,305553,29145,41015,21996,112514,5530,0.4814,42.1,276408,9368,18328,22517,32184,16816,14475,24524,42984,20121,21144,7335,659,"Congressional District 2 (112th Congress), West Virginia",54,02,West Virginia,WV,84.3,0.372,49.05835157,234596.0,250267.0,266984.82194496074,89146.48
421,WV-03,32.8,65,42.3,55.7,587288,299807,41.6,50245,552025,21617,2580,756,26,892,150,1644,579785,6327,121825,115559,85674,40163,233480,20011,34919,18962,118328,2988,0.4692,40.7,213469,19615,13810,14583,30516,11046,7626,21118,34912,16388,11905,2956,555,"Congressional District 3 (112th Congress), West Virginia",54,03,West Virginia,WV,85.0,0.372,49.05835157,207894.0,218890.0,230467.60416366032,68189.23199999999
422,WY-AL,28,69.2,32.7,65.2,568158,278742,36.8,52415,515335,5079,4833,12241,37,1191,17,39020,545489,18390,135091,114463,30163,61815,305529,15553,56322,27843,62629,5805,0.4081,40.4,289976,33180,21545,13427,32790,20102,14809,31323,33377,20657,18165,5279,759,"Congressional District (at Large) (112th Congress), Wyoming",56,AL,Wyoming,WY,84.6,0.46,49.05835157,247026.0,248945.0,250878.9075846267,69167.28
